Date,Open,High,Low,Close,SSC,plot_dowPeak,plot_dowTrough,last_dow_profit,ATR20,LDV4,LWV4,MVF
24/05/2023,60196,60389,59725,59860,nan,61498,nan,97,676.5,1,1,0.32377
23/05/2023,60000,60245,59739,60197,nan,61498,nan,97,673.45,1,1,0.760835
22/05/2023,60245,60430,60111,60241,nan,61498,nan,97,678.7,1,1,0.248917
19/05/2023,59766,60490,59721,60379,60490,61498,nan,97,685.05,1,1,1.08978
18/05/2023,60100,60153,59540,59723,59540,61498,nan,97,690.65,0,1,1.19646
17/05/2023,60333,60445,59960,60145,nan,61498,nan,97,686.6,0,1,0.897476
16/05/2023,61498,61498,60190,60244,61498,61498,60525,97,705.15,0,1,0.51733
15/05/2023,60910,61138,60820,61027,nan,nan,60250,-841,666.7,1,1,0.339194
12/05/2023,60795,61080,60525,60887,60525,nan,60250,-841,688.5,1,1,0.594544
11/05/2023,61279,61515,60825,60892,nan,nan,60250,-841,718.25,1,1,0.110031
10/05/2023,61270,61651,60976,61270,61651,nan,59547,-841,720.9,0,1,0.479843
9/05/2023,60910,61460,60905,61419,nan,nan,59547,-841,722.65,0,1,0.836875
8/05/2023,60783,61090,60771,60927,nan,nan,59547,-841,721.7,0,1,0.256044
5/05/2023,61566,61629,60250,60628,60250,nan,59547,-841,728.55,0,1,0.623474
4/05/2023,61200,61845,61053,61493,61845,nan,59547,-841,709.55,0,1,0.715529
3/05/2023,60740,61022,60535,60965,nan,nan,59547,-841,678.2,0,1,0.705323
2/05/2023,59755,60771,59700,60628,nan,60428,59547,-841,743.3,0,1,1.53065
1/05/2023,59867,60328,59711,59764,nan,60428,nan,-1812,732.75,1,1,0.0886821
28/04/2023,59853,60050,59625,59919,nan,60428,nan,-1812,718.9,1,1,0.490662
27/04/2023,60150,60299,59547,59901,59547,60428,59587,-1812,725.15,1,1,0.590975
26/04/2023,60210,60428,59825,59893,60428,nan,59587,-1513,703.9,1,1,0.113536
25/04/2023,60033,60320,59709,60261,nan,nan,58405,-1513,710.35,1,1,0.916015
24/04/2023,59865,60033,59587,60001,59587,nan,58405,-1513,725.05,1,1,0.689989
21/04/2023,60381,60476,59622,59845,nan,nan,58405,-1513,742,1,1,0.372629
20/04/2023,60245,60689,60157,60503,nan,nan,58405,-1513,741.05,1,1,0.571872
